SiteUrl
https://vivcorp.sharepoint.com/portals/community
https://vivcorp.sharepoint.com/portals/hub
https://vivcorp.sharepoint.com/search
https://vivcorp.sharepoint.com/sites/adminportal
https://vivcorp.sharepoint.com/sites/apps
https://vivcorp.sharepoint.com/sites/CompliancePolicyCenter
https://vivcorp.sharepoint.com/sites/takeda
https://vivcorp.sharepoint.com/sites/template
https://vivcorp-my.sharepoint.com/
http://vivcorp-public.sharepoint.com/
